STATE,STATE_CODE,YEAR,MONTH,MONTH_ID,VOL_SPEC_FUEL
Alabama,1,2022,January,1,84526284
Alabama,1,2022,February,2,72556101
Alabama,1,2022,March,3,72786317
Alabama,1,2022,April,4,88124224
Alabama,1,2022,May,5,75660861
Alabama,1,2022,June,6,77576012
Alabama,1,2022,July,7,83608141
Alabama,1,2022,August,8,74060057
Alabama,1,2022,September,9,77896033
Alabama,1,2022,October,10,86272592
Alabama,1,2022,November,11,79268541
Alabama,1,2022,December,12,74762224
Alabama,1,2021,January,1,86863402
Alabama,1,2021,February,2,76060463
Alabama,1,2021,March,3,71123473
Alabama,1,2021,April,4,95427212
Alabama,1,2021,May,5,84467666
Alabama,1,2021,June,6,81700065
Alabama,1,2021,July,7,90165825
Alabama,1,2021,August,8,78348016
Alabama,1,2021,September,9,78032016
Alabama,1,2021,October,10,85416555
Alabama,1,2021,November,11,83029358
Alabama,1,2021,December,12,79762017
Alabama,1,2020,January,1,71756656
Alabama,1,2020,February,2,69604061
Alabama,1,2020,March,3,64528328
Alabama,1,2020,April,4,71851105
Alabama,1,2020,May,5,62228986
Alabama,1,2020,June,6,64807515
Alabama,1,2020,July,7,74035794
Alabama,1,2020,August,8,72064844
Alabama,1,2020,September,9,72272433
Alabama,1,2020,October,10,81018004
Alabama,1,2020,November,11,83334635
Alabama,1,2020,December,12,76188620
Alaska,2,2022,January,1,10338805
Alaska,2,2022,February,2,12079005
Alaska,2,2022,March,3,6489019
Alaska,2,2022,April,4,5852831
Alaska,2,2022,May,5,6448938
Alaska,2,2022,June,6,15361320
Alaska,2,2022,July,7,21405223
Alaska,2,2022,August,8,24895415
Alaska,2,2022,September,9,13957650
Alaska,2,2022,October,10,13165184
Alaska,2,2022,November,11,4835134
Alaska,2,2022,December,12,8473127
Alaska,2,2021,January,1,11512518
Alaska,2,2021,February,2,11253402
Alaska,2,2021,March,3,8715309
Alaska,2,2021,April,4,10064548
Alaska,2,2021,May,5,4893857
Alaska,2,2021,June,6,8897120
Alaska,2,2021,July,7,16628043
Alaska,2,2021,August,8,25319396
Alaska,2,2021,September,9,8733414
Alaska,2,2021,October,10,9475796
Alaska,2,2021,November,11,10421217
Alaska,2,2021,December,12,10989019
Alaska,2,2020,January,1,13729314
Alaska,2,2020,February,2,3489893
Alaska,2,2020,March,3,6522262
Alaska,2,2020,April,4,4754224
Alaska,2,2020,May,5,3152511
Alaska,2,2020,June,6,9498837
Alaska,2,2020,July,7,11172803
Alaska,2,2020,August,8,28873900
Alaska,2,2020,September,9,15375562
Alaska,2,2020,October,10,11531283
Alaska,2,2020,November,11,4940255
Alaska,2,2020,December,12,4017253
Arizona,4,2022,January,1,75458277
Arizona,4,2022,February,2,87222788
Arizona,4,2022,March,3,109506640
Arizona,4,2022,April,4,82055013
Arizona,4,2022,May,5,96560743
Arizona,4,2022,June,6,95839906
Arizona,4,2022,July,7,68449033
Arizona,4,2022,August,8,94095406
Arizona,4,2022,September,9,100087605
Arizona,4,2022,October,10,72740386
Arizona,4,2022,November,11,100148140
Arizona,4,2022,December,12,96036369
Arizona,4,2021,January,1,82037786
Arizona,4,2021,February,2,86911594
Arizona,4,2021,March,3,108108200
Arizona,4,2021,April,4,78187593
Arizona,4,2021,May,5,101931813
Arizona,4,2021,June,6,101888305
Arizona,4,2021,July,7,80172360
Arizona,4,2021,August,8,88271174
Arizona,4,2021,September,9,92623683
Arizona,4,2021,October,10,76925387
Arizona,4,2021,November,11,90375893
Arizona,4,2021,December,12,87994274
Arizona,4,2020,January,1,73083047
Arizona,4,2020,February,2,81127169
Arizona,4,2020,March,3,84307528
Arizona,4,2020,April,4,58447398
Arizona,4,2020,May,5,74695279
Arizona,4,2020,June,6,80582247
Arizona,4,2020,July,7,68025494
Arizona,4,2020,August,8,90841622
Arizona,4,2020,September,9,86620789
Arizona,4,2020,October,10,82563211
Arizona,4,2020,November,11,87124565
Arizona,4,2020,December,12,89533473
Arkansas,5,2022,January,1,53788877
Arkansas,5,2022,February,2,67365657
Arkansas,5,2022,March,3,62088874
Arkansas,5,2022,April,4,52694573
Arkansas,5,2022,May,5,67853248
Arkansas,5,2022,June,6,63238633
Arkansas,5,2022,July,7,52739571
Arkansas,5,2022,August,8,68113272
Arkansas,5,2022,September,9,60388008
Arkansas,5,2022,October,10,60391203
Arkansas,5,2022,November,11,70543153
Arkansas,5,2022,December,12,57213595
Arkansas,5,2021,January,1,51050861
Arkansas,5,2021,February,2,64007199
Arkansas,5,2021,March,3,60773461
Arkansas,5,2021,April,4,56353407
Arkansas,5,2021,May,5,72752687
Arkansas,5,2021,June,6,56495669
Arkansas,5,2021,July,7,54758245
Arkansas,5,2021,August,8,74693707
Arkansas,5,2021,September,9,58685049
Arkansas,5,2021,October,10,57548390
Arkansas,5,2021,November,11,71373488
Arkansas,5,2021,December,12,59451531
Arkansas,5,2020,January,1,49906431
Arkansas,5,2020,February,2,63920012
Arkansas,5,2020,March,3,56059945
Arkansas,5,2020,April,4,46025707
Arkansas,5,2020,May,5,59129925
Arkansas,5,2020,June,6,53564765
Arkansas,5,2020,July,7,51948538
Arkansas,5,2020,August,8,63989255
Arkansas,5,2020,September,9,54618649
Arkansas,5,2020,October,10,55801812
Arkansas,5,2020,November,11,68077483
Arkansas,5,2020,December,12,56594523
California,6,2022,January,1,215107927
California,6,2022,February,2,224527158
California,6,2022,March,3,347351047
California,6,2022,April,4,234815681
California,6,2022,May,5,223864307
California,6,2022,June,6,362034194
California,6,2022,July,7,229964137
California,6,2022,August,8,250680798
California,6,2022,September,9,346339333
California,6,2022,October,10,248952896
California,6,2022,November,11,223544298
California,6,2022,December,12,411586831
California,6,2021,January,1,204193144
California,6,2021,February,2,205202825
California,6,2021,March,3,341981258
California,6,2021,April,4,257938666
California,6,2021,May,5,245307868
California,6,2021,June,6,347607519
California,6,2021,July,7,249546044
California,6,2021,August,8,258907965
California,6,2021,September,9,361539093
California,6,2021,October,10,247846211
California,6,2021,November,11,236334280
California,6,2021,December,12,411383949
California,6,2020,January,1,221014237
California,6,2020,February,2,213633139
California,6,2020,March,3,292341858
California,6,2020,April,4,197904939
California,6,2020,May,5,216116428
California,6,2020,June,6,308266775
California,6,2020,July,7,245809450
California,6,2020,August,8,253431901
California,6,2020,September,9,322023535
California,6,2020,October,10,261375697
California,6,2020,November,11,235057618
California,6,2020,December,12,397612741
Colorado,8,2022,January,1,68676066
Colorado,8,2022,February,2,68309631
Colorado,8,2022,March,3,70196012
Colorado,8,2022,April,4,68997013
Colorado,8,2022,May,5,58089622
Colorado,8,2022,June,6,57872619
Colorado,8,2022,July,7,67933360
Colorado,8,2022,August,8,74790641
Colorado,8,2022,September,9,62850804
Colorado,8,2022,October,10,69279337
Colorado,8,2022,November,11,64235179
Colorado,8,2022,December,12,56806362
Colorado,8,2021,January,1,54430814
Colorado,8,2021,February,2,47869428
Colorado,8,2021,March,3,52411182
Colorado,8,2021,April,4,58104278
Colorado,8,2021,May,5,56600974
Colorado,8,2021,June,6,62717031
Colorado,8,2021,July,7,67376701
Colorado,8,2021,August,8,65005313
Colorado,8,2021,September,9,62567845
Colorado,8,2021,October,10,64303760
Colorado,8,2021,November,11,62148761
Colorado,8,2021,December,12,56766121
Colorado,8,2020,January,1,54982548
Colorado,8,2020,February,2,50438974
Colorado,8,2020,March,3,55375179
Colorado,8,2020,April,4,47476081
Colorado,8,2020,May,5,52843789
Colorado,8,2020,June,6,54978223
Colorado,8,2020,July,7,61365536
Colorado,8,2020,August,8,59245870
Colorado,8,2020,September,9,59124954
Colorado,8,2020,October,10,59167316
Colorado,8,2020,November,11,52496208
Colorado,8,2020,December,12,52478552
Connecticut,9,2022,January,1,20599025
Connecticut,9,2022,February,2,20359138
Connecticut,9,2022,March,3,30033529
Connecticut,9,2022,April,4,23237384
Connecticut,9,2022,May,5,24371227
Connecticut,9,2022,June,6,29580636
Connecticut,9,2022,July,7,22935071
Connecticut,9,2022,August,8,24082301
Connecticut,9,2022,September,9,25402377
Connecticut,9,2022,October,10,27947735
Connecticut,9,2022,November,11,24457979
Connecticut,9,2022,December,12,30748052
Connecticut,9,2021,January,1,20227916
Connecticut,9,2021,February,2,18438808
Connecticut,9,2021,March,3,28110544
Connecticut,9,2021,April,4,22537743
Connecticut,9,2021,May,5,21773340
Connecticut,9,2021,June,6,29526582
Connecticut,9,2021,July,7,26360178
Connecticut,9,2021,August,8,27534625
Connecticut,9,2021,September,9,32136270
Connecticut,9,2021,October,10,26898686
Connecticut,9,2021,November,11,23562600
Connecticut,9,2021,December,12,29480395
Connecticut,9,2020,January,1,20538065
Connecticut,9,2020,February,2,18077873
Connecticut,9,2020,March,3,24364142
Connecticut,9,2020,April,4,16776452
Connecticut,9,2020,May,5,17569326
Connecticut,9,2020,June,6,30388723
Connecticut,9,2020,July,7,22608432
Connecticut,9,2020,August,8,23671713
Connecticut,9,2020,September,9,34859553
Connecticut,9,2020,October,10,20002858
Connecticut,9,2020,November,11,19305706
Connecticut,9,2020,December,12,26125421
Delaware,10,2022,January,1,5253070
Delaware,10,2022,February,2,6398188
Delaware,10,2022,March,3,7194073
Delaware,10,2022,April,4,5883380
Delaware,10,2022,May,5,6693843
Delaware,10,2022,June,6,6852225
Delaware,10,2022,July,7,6011457
Delaware,10,2022,August,8,7378172
Delaware,10,2022,September,9,7259033
Delaware,10,2022,October,10,6295027
Delaware,10,2022,November,11,6520390
Delaware,10,2022,December,12,6526291
Delaware,10,2021,January,1,5645934
Delaware,10,2021,February,2,5468319
Delaware,10,2021,March,3,7172847
Delaware,10,2021,April,4,6610496
Delaware,10,2021,May,5,7290242
Delaware,10,2021,June,6,6931906
Delaware,10,2021,July,7,6619566
Delaware,10,2021,August,8,6961548
Delaware,10,2021,September,9,7300394
Delaware,10,2021,October,10,6690822
Delaware,10,2021,November,11,6589724
Delaware,10,2021,December,12,7089131
Delaware,10,2020,January,1,6029750
Delaware,10,2020,February,2,6556529
Delaware,10,2020,March,3,7298784
Delaware,10,2020,April,4,5445219
Delaware,10,2020,May,5,6456324
Delaware,10,2020,June,6,7012841
Delaware,10,2020,July,7,5225945
Delaware,10,2020,August,8,7339092
Delaware,10,2020,September,9,7140030
Delaware,10,2020,October,10,6297925
Delaware,10,2020,November,11,6361711
Delaware,10,2020,December,12,6552334
District of Columbia,11,2022,January,1,926837
District of Columbia,11,2022,February,2,924314
District of Columbia,11,2022,March,3,1049733
District of Columbia,11,2022,April,4,966707
District of Columbia,11,2022,May,5,1093179
District of Columbia,11,2022,June,6,1136173
District of Columbia,11,2022,July,7,1162796
District of Columbia,11,2022,August,8,1156659
District of Columbia,11,2022,September,9,1135209
District of Columbia,11,2022,October,10,991465
District of Columbia,11,2022,November,11,1108336
District of Columbia,11,2022,December,12,971239
District of Columbia,11,2021,January,1,1003073
District of Columbia,11,2021,February,2,859647
District of Columbia,11,2021,March,3,1032730
District of Columbia,11,2021,April,4,975524
District of Columbia,11,2021,May,5,989374
District of Columbia,11,2021,June,6,1097661
District of Columbia,11,2021,July,7,1112852
District of Columbia,11,2021,August,8,1160660
District of Columbia,11,2021,September,9,1181678
District of Columbia,11,2021,October,10,1118183
District of Columbia,11,2021,November,11,883753
District of Columbia,11,2021,December,12,1182910
District of Columbia,11,2020,January,1,1285397
District of Columbia,11,2020,February,2,1116295
District of Columbia,11,2020,March,3,1016451
District of Columbia,11,2020,April,4,663897
District of Columbia,11,2020,May,5,678184
District of Columbia,11,2020,June,6,898744
District of Columbia,11,2020,July,7,867041
District of Columbia,11,2020,August,8,951923
District of Columbia,11,2020,September,9,1086668
District of Columbia,11,2020,October,10,924761
District of Columbia,11,2020,November,11,905259
District of Columbia,11,2020,December,12,993953
Florida,12,2022,January,1,159179173
Florida,12,2022,February,2,153789586
Florida,12,2022,March,3,156216775
Florida,12,2022,April,4,176152064
Florida,12,2022,May,5,164813655
Florida,12,2022,June,6,166005123
Florida,12,2022,July,7,157519535
Florida,12,2022,August,8,154897117
Florida,12,2022,September,9,166131930
Florida,12,2022,October,10,152896585
Florida,12,2022,November,11,177241365
Florida,12,2022,December,12,166026300
Florida,12,2021,January,1,154893502
Florida,12,2021,February,2,147063774
Florida,12,2021,March,3,140103925
Florida,12,2021,April,4,168197803
Florida,12,2021,May,5,176835677
Florida,12,2021,June,6,169625487
Florida,12,2021,July,7,162399163
Florida,12,2021,August,8,145330287
Florida,12,2021,September,9,163050186
Florida,12,2021,October,10,134260731
Florida,12,2021,November,11,165199876
Florida,12,2021,December,12,162855166
Florida,12,2020,January,1,157693911
Florida,12,2020,February,2,150615172
Florida,12,2020,March,3,149978358
Florida,12,2020,April,4,158241705
Florida,12,2020,May,5,129709480
Florida,12,2020,June,6,136499796
Florida,12,2020,July,7,139628729
Florida,12,2020,August,8,145692841
Florida,12,2020,September,9,139706831
Florida,12,2020,October,10,142834679
Florida,12,2020,November,11,151897732
Florida,12,2020,December,12,149525510
Georgia,13,2022,January,1,125436985
Georgia,13,2022,February,2,125812302
Georgia,13,2022,March,3,81178098
Georgia,13,2022,April,4,129671946
Georgia,13,2022,May,5,42956279
Georgia,13,2022,June,6,121461282
Georgia,13,2022,July,7,124882142
Georgia,13,2022,August,8,135246590
Georgia,13,2022,September,9,130307274
Georgia,13,2022,October,10,131676794
Georgia,13,2022,November,11,132526626
Georgia,13,2022,December,12,128874983
Georgia,13,2021,January,1,121714559
Georgia,13,2021,February,2,120682288
Georgia,13,2021,March,3,139363755
Georgia,13,2021,April,4,130849592
Georgia,13,2021,May,5,43434054
Georgia,13,2021,June,6,125088859
Georgia,13,2021,July,7,129010477
Georgia,13,2021,August,8,138147692
Georgia,13,2021,September,9,132157479
Georgia,13,2021,October,10,134090422
Georgia,13,2021,November,11,134681530
Georgia,13,2021,December,12,132044040
Georgia,13,2020,January,1,93339670
Georgia,13,2020,February,2,108978583
Georgia,13,2020,March,3,123060671
Georgia,13,2020,April,4,106549328
Georgia,13,2020,May,5,115123535
Georgia,13,2020,June,6,117808682
Georgia,13,2020,July,7,117266379
Georgia,13,2020,August,8,119299173
Georgia,13,2020,September,9,118328355
Georgia,13,2020,October,10,120861724
Georgia,13,2020,November,11,117667868
Georgia,13,2020,December,12,123801465
Hawaii,15,2022,January,1,4295381
Hawaii,15,2022,February,2,3656207
Hawaii,15,2022,March,3,4399096
Hawaii,15,2022,April,4,5477223
Hawaii,15,2022,May,5,4376824
Hawaii,15,2022,June,6,4436627
Hawaii,15,2022,July,7,4491177
Hawaii,15,2022,August,8,5092704
Hawaii,15,2022,September,9,5025015
Hawaii,15,2022,October,10,5161652
Hawaii,15,2022,November,11,3861398
Hawaii,15,2022,December,12,3396382
Hawaii,15,2021,January,1,3145755
Hawaii,15,2021,February,2,2996596
Hawaii,15,2021,March,3,3514601
Hawaii,15,2021,April,4,3784115
Hawaii,15,2021,May,5,3793421
Hawaii,15,2021,June,6,3748839
Hawaii,15,2021,July,7,5670109
Hawaii,15,2021,August,8,4307119
Hawaii,15,2021,September,9,4006796
Hawaii,15,2021,October,10,4674714
Hawaii,15,2021,November,11,3909817
Hawaii,15,2021,December,12,4035171
Hawaii,15,2020,January,1,3876107
Hawaii,15,2020,February,2,3686405
Hawaii,15,2020,March,3,5333896
Hawaii,15,2020,April,4,3028568
Hawaii,15,2020,May,5,2508601
Hawaii,15,2020,June,6,3029752
Hawaii,15,2020,July,7,3584527
Hawaii,15,2020,August,8,3459325
Hawaii,15,2020,September,9,3385514
Hawaii,15,2020,October,10,4259915
Hawaii,15,2020,November,11,3341366
Hawaii,15,2020,December,12,3447374
Idaho,16,2022,January,1,31584933
Idaho,16,2022,February,2,27642848
Idaho,16,2022,March,3,25564477
Idaho,16,2022,April,4,28332119
Idaho,16,2022,May,5,28659074
Idaho,16,2022,June,6,31588758
Idaho,16,2022,July,7,24970332
Idaho,16,2022,August,8,38967408
Idaho,16,2022,September,9,29953772
Idaho,16,2022,October,10,33651830
Idaho,16,2022,November,11,26373067
Idaho,16,2022,December,12,33848924
Idaho,16,2021,January,1,19897241
Idaho,16,2021,February,2,32269743
Idaho,16,2021,March,3,30741201
Idaho,16,2021,April,4,28559017
Idaho,16,2021,May,5,30725183
Idaho,16,2021,June,6,30978406
Idaho,16,2021,July,7,30009631
Idaho,16,2021,August,8,30601135
Idaho,16,2021,September,9,42783973
Idaho,16,2021,October,10,32745508
Idaho,16,2021,November,11,29757760
Idaho,16,2021,December,12,33283676
Idaho,16,2020,January,1,27154206
Idaho,16,2020,February,2,24421242
Idaho,16,2020,March,3,24145451
Idaho,16,2020,April,4,28220033
Idaho,16,2020,May,5,23641308
Idaho,16,2020,June,6,24022253
Idaho,16,2020,July,7,36087635
Idaho,16,2020,August,8,23873975
Idaho,16,2020,September,9,34915077
Idaho,16,2020,October,10,30240364
Idaho,16,2020,November,11,27203547
Idaho,16,2020,December,12,40269409
Illinois,17,2022,January,1,125720927
Illinois,17,2022,February,2,118334619
Illinois,17,2022,March,3,136246005
Illinois,17,2022,April,4,125350704
Illinois,17,2022,May,5,127182400
Illinois,17,2022,June,6,140666561
Illinois,17,2022,July,7,117488701
Illinois,17,2022,August,8,124675840
Illinois,17,2022,September,9,145888174
Illinois,17,2022,October,10,135219809
Illinois,17,2022,November,11,126464290
Illinois,17,2022,December,12,137454588
Illinois,17,2021,January,1,119878531
Illinois,17,2021,February,2,118373017
Illinois,17,2021,March,3,143101470
Illinois,17,2021,April,4,130013459
Illinois,17,2021,May,5,126241762
Illinois,17,2021,June,6,136749467
Illinois,17,2021,July,7,124400403
Illinois,17,2021,August,8,133889029
Illinois,17,2021,September,9,140751118
Illinois,17,2021,October,10,129165272
Illinois,17,2021,November,11,129253916
Illinois,17,2021,December,12,139157676
Illinois,17,2020,January,1,120893658
Illinois,17,2020,February,2,118152035
Illinois,17,2020,March,3,128235552
Illinois,17,2020,April,4,112910864
Illinois,17,2020,May,5,116078654
Illinois,17,2020,June,6,117143962
Illinois,17,2020,July,7,123934680
Illinois,17,2020,August,8,127238551
Illinois,17,2020,September,9,134381069
Illinois,17,2020,October,10,140180041
Illinois,17,2020,November,11,123254017
Illinois,17,2020,December,12,135768393
Indiana,18,2022,January,1,105053002
Indiana,18,2022,February,2,120374642
Indiana,18,2022,March,3,106263597
Indiana,18,2022,April,4,100842738
Indiana,18,2022,May,5,123157647
Indiana,18,2022,June,6,109409758
Indiana,18,2022,July,7,93750055
Indiana,18,2022,August,8,125136592
Indiana,18,2022,September,9,104442459
Indiana,18,2022,October,10,107316138
Indiana,18,2022,November,11,128435672
Indiana,18,2022,December,12,98137011
Indiana,18,2021,January,1,95130113
Indiana,18,2021,February,2,116050403
Indiana,18,2021,March,3,106700751
Indiana,18,2021,April,4,99853342
Indiana,18,2021,May,5,123122166
Indiana,18,2021,June,6,102705239
Indiana,18,2021,July,7,99357203
Indiana,18,2021,August,8,134752309
Indiana,18,2021,September,9,105213734
Indiana,18,2021,October,10,103517461
Indiana,18,2021,November,11,127279904
Indiana,18,2021,December,12,129801843
Indiana,18,2020,January,1,97186154
Indiana,18,2020,February,2,109636570
Indiana,18,2020,March,3,96404998
Indiana,18,2020,April,4,83971277
Indiana,18,2020,May,5,96416570
Indiana,18,2020,June,6,96775264
Indiana,18,2020,July,7,96484956
Indiana,18,2020,August,8,115075241
Indiana,18,2020,September,9,100295440
Indiana,18,2020,October,10,105670482
Indiana,18,2020,November,11,120493973
Indiana,18,2020,December,12,99506710
Iowa,19,2022,January,1,69588744
Iowa,19,2022,February,2,52476598
Iowa,19,2022,March,3,59861071
Iowa,19,2022,April,4,65942366
Iowa,19,2022,May,5,61820262
Iowa,19,2022,June,6,59823391
Iowa,19,2022,July,7,68627645
Iowa,19,2022,August,8,68848470
Iowa,19,2022,September,9,64012871
Iowa,19,2022,October,10,81487769
Iowa,19,2022,November,11,69721871
Iowa,19,2022,December,12,46417866
Iowa,19,2021,January,1,56445197
Iowa,19,2021,February,2,54368357
Iowa,19,2021,March,3,55496517
Iowa,19,2021,April,4,67303913
Iowa,19,2021,May,5,62446824
Iowa,19,2021,June,6,62955110
Iowa,19,2021,July,7,63540591
Iowa,19,2021,August,8,68388429
Iowa,19,2021,September,9,61470305
Iowa,19,2021,October,10,89876482
Iowa,19,2021,November,11,60273744
Iowa,19,2021,December,12,54123479
Iowa,19,2020,January,1,57763905
Iowa,19,2020,February,2,52555867
Iowa,19,2020,March,3,59853970
Iowa,19,2020,April,4,61527156
Iowa,19,2020,May,5,57363969
Iowa,19,2020,June,6,54841134
Iowa,19,2020,July,7,69309907
Iowa,19,2020,August,8,70790566
Iowa,19,2020,September,9,65147705
Iowa,19,2020,October,10,78296416
Iowa,19,2020,November,11,64590701
Iowa,19,2020,December,12,57565647
Kansas,20,2022,January,1,51271184
Kansas,20,2022,February,2,46078278
Kansas,20,2022,March,3,130326680
Kansas,20,2022,April,4,37220349
Kansas,20,2022,May,5,40752148
Kansas,20,2022,June,6,49557260
Kansas,20,2022,July,7,41365672
Kansas,20,2022,August,8,41897245
Kansas,20,2022,September,9,45797691
Kansas,20,2022,October,10,36677003
Kansas,20,2022,November,11,43695931
Kansas,20,2022,December,12,56071043
Kansas,20,2021,January,1,41543122
Kansas,20,2021,February,2,40904672
Kansas,20,2021,March,3,40667738
Kansas,20,2021,April,4,48501832
Kansas,20,2021,May,5,38726355
Kansas,20,2021,June,6,45273080
Kansas,20,2021,July,7,46387253
Kansas,20,2021,August,8,39521416
Kansas,20,2021,September,9,52369975
Kansas,20,2021,October,10,41366282
Kansas,20,2021,November,11,33577705
Kansas,20,2021,December,12,58596909
Kansas,20,2020,January,1,35821710
Kansas,20,2020,February,2,39721069
Kansas,20,2020,March,3,48609985
Kansas,20,2020,April,4,39913826
Kansas,20,2020,May,5,42227724
Kansas,20,2020,June,6,43720615
Kansas,20,2020,July,7,38880893
Kansas,20,2020,August,8,44197219
Kansas,20,2020,September,9,44730848
Kansas,20,2020,October,10,44382815
Kansas,20,2020,November,11,37963188
Kansas,20,2020,December,12,50137585
Kentucky,21,2022,January,1,67493554
Kentucky,21,2022,February,2,72211590
Kentucky,21,2022,March,3,80804408
Kentucky,21,2022,April,4,71392512
Kentucky,21,2022,May,5,75537255
Kentucky,21,2022,June,6,72826109
Kentucky,21,2022,July,7,70443529
Kentucky,21,2022,August,8,76450284
Kentucky,21,2022,September,9,71385941
Kentucky,21,2022,October,10,75497570
Kentucky,21,2022,November,11,74299661
Kentucky,21,2022,December,12,68476206
Kentucky,21,2021,January,1,63143512
Kentucky,21,2021,February,2,61737557
Kentucky,21,2021,March,3,78351808
Kentucky,21,2021,April,4,67570757
Kentucky,21,2021,May,5,74589402
Kentucky,21,2021,June,6,72578664
Kentucky,21,2021,July,7,70551504
Kentucky,21,2021,August,8,74545691
Kentucky,21,2021,September,9,70592344
Kentucky,21,2021,October,10,72724751
Kentucky,21,2021,November,11,76110915
Kentucky,21,2021,December,12,76535966
Kentucky,21,2020,January,1,66265403
Kentucky,21,2020,February,2,62243289
Kentucky,21,2020,March,3,67984155
Kentucky,21,2020,April,4,54705068
Kentucky,21,2020,May,5,53642281
Kentucky,21,2020,June,6,64732320
Kentucky,21,2020,July,7,66136470
Kentucky,21,2020,August,8,69137802
Kentucky,21,2020,September,9,69513880
Kentucky,21,2020,October,10,68575860
Kentucky,21,2020,November,11,66920913
Kentucky,21,2020,December,12,70658099
Louisiana,22,2022,January,1,68603024
Louisiana,22,2022,February,2,67217239
Louisiana,22,2022,March,3,68149585
Louisiana,22,2022,April,4,69270434
Louisiana,22,2022,May,5,58692597
Louisiana,22,2022,June,6,61251764
Louisiana,22,2022,July,7,66907909
Louisiana,22,2022,August,8,66420706
Louisiana,22,2022,September,9,65463930
Louisiana,22,2022,October,10,71710512
Louisiana,22,2022,November,11,67015888
Louisiana,22,2022,December,12,64017450
Louisiana,22,2021,January,1,59593432
Louisiana,22,2021,February,2,50690863
Louisiana,22,2021,March,3,64085585
Louisiana,22,2021,April,4,71012420
Louisiana,22,2021,May,5,62178532
Louisiana,22,2021,June,6,63714350
Louisiana,22,2021,July,7,67056517
Louisiana,22,2021,August,8,60674269
Louisiana,22,2021,September,9,68399074
Louisiana,22,2021,October,10,85369170
Louisiana,22,2021,November,11,68790653
Louisiana,22,2021,December,12,63258350
Louisiana,22,2020,January,1,64784058
Louisiana,22,2020,February,2,46302995
Louisiana,22,2020,March,3,62252361
Louisiana,22,2020,April,4,47512509
Louisiana,22,2020,May,5,41840651
Louisiana,22,2020,June,6,45889801
Louisiana,22,2020,July,7,56283333
Louisiana,22,2020,August,8,55655444
Louisiana,22,2020,September,9,62892978
Louisiana,22,2020,October,10,68461808
Louisiana,22,2020,November,11,60827840
Louisiana,22,2020,December,12,61373661
Maine,23,2022,January,1,7755011
Maine,23,2022,February,2,18311583
Maine,23,2022,March,3,23256639
Maine,23,2022,April,4,4687340
Maine,23,2022,May,5,27387112
Maine,23,2022,June,6,5475984
Maine,23,2022,July,7,15976194
Maine,23,2022,August,8,26414356
Maine,23,2022,September,9,10631109
Maine,23,2022,October,10,21225962
Maine,23,2022,November,11,19158351
Maine,23,2022,December,12,22706081
Maine,23,2021,January,1,17797757
Maine,23,2021,February,2,15539875
Maine,23,2021,March,3,10196595
Maine,23,2021,April,4,19885821
Maine,23,2021,May,5,2579457
Maine,23,2021,June,6,14302131
Maine,23,2021,July,7,23558222
Maine,23,2021,August,8,16134924
Maine,23,2021,September,9,6784421
Maine,23,2021,October,10,16205186
Maine,23,2021,November,11,7371272
Maine,23,2021,December,12,22103084
Maine,23,2020,January,1,16955199
Maine,23,2020,February,2,17871364
Maine,23,2020,March,3,14060974
Maine,23,2020,April,4,12048850
Maine,23,2020,May,5,9147814
Maine,23,2020,June,6,17636206
Maine,23,2020,July,7,7653552
Maine,23,2020,August,8,25137772
Maine,23,2020,September,9,14941289
Maine,23,2020,October,10,10526165
Maine,23,2020,November,11,18817614
Maine,23,2020,December,12,15507095
Maryland,24,2022,January,1,39900935
Maryland,24,2022,February,2,43200612
Maryland,24,2022,March,3,21371905
Maryland,24,2022,April,4,22931536
Maryland,24,2022,May,5,47427201
Maryland,24,2022,June,6,50894990
Maryland,24,2022,July,7,46652766
Maryland,24,2022,August,8,45950986
Maryland,24,2022,September,9,48756812
Maryland,24,2022,October,10,39597460
Maryland,24,2022,November,11,46413661
Maryland,24,2022,December,12,45556486
Maryland,24,2021,January,1,43442776
Maryland,24,2021,February,2,32699954
Maryland,24,2021,March,3,53303317
Maryland,24,2021,April,4,42042500
Maryland,24,2021,May,5,48313251
Maryland,24,2021,June,6,50704128
Maryland,24,2021,July,7,47498950
Maryland,24,2021,August,8,45106399
Maryland,24,2021,September,9,47622609
Maryland,24,2021,October,10,45691003
Maryland,24,2021,November,11,44975270
Maryland,24,2021,December,12,49955915
Maryland,24,2020,January,1,47430029
Maryland,24,2020,February,2,35810531
Maryland,24,2020,March,3,35849877
Maryland,24,2020,April,4,35666947
Maryland,24,2020,May,5,31634441
Maryland,24,2020,June,6,62881965
Maryland,24,2020,July,7,45365389
Maryland,24,2020,August,8,46091134
Maryland,24,2020,September,9,42876234
Maryland,24,2020,October,10,49586217
Maryland,24,2020,November,11,33892008
Maryland,24,2020,December,12,41902693
Massachusetts,25,2022,January,1,34224640
Massachusetts,25,2022,February,2,39493197
Massachusetts,25,2022,March,3,36943398
Massachusetts,25,2022,April,4,35391145
Massachusetts,25,2022,May,5,39897614
Massachusetts,25,2022,June,6,38713621
Massachusetts,25,2022,July,7,35000553
Massachusetts,25,2022,August,8,40376738
Massachusetts,25,2022,September,9,35946007
Massachusetts,25,2022,October,10,37166943
Massachusetts,25,2022,November,11,39173169
Massachusetts,25,2022,December,12,36107155
Massachusetts,25,2021,January,1,31811107
Massachusetts,25,2021,February,2,34406091
